"country","city","Customer","email","Start Date"
"United Kingdom","Southampton","MARSHALL THORN","MARSHALL.THORN@sakilacustomer.org","02/14/2006"
"United States","Warren","BRANDY GRAVES","BRANDY.GRAVES@sakilacustomer.org","02/14/2006"
"United States","Joliet","NATHANIEL ADAM","NATHANIEL.ADAM@sakilacustomer.org","02/14/2006"
"United States","Lincoln","ASHLEY RICHARDSON","ASHLEY.RICHARDSON@sakilacustomer.org","02/14/2006"
"United States","Saint Louis","JOAN COOPER","JOAN.COOPER@sakilacustomer.org","02/14/2006"
"United States","Compton","RENEE LANE","RENEE.LANE@sakilacustomer.org","02/14/2006"
"United States","Manchester","VICTOR BARKLEY","VICTOR.BARKLEY@sakilacustomer.org","02/14/2006"
"United States","Garland","IAN STILL","IAN.STILL@sakilacustomer.org","02/14/2006"
"United States","Dayton","SHELLY WATTS","SHELLY.WATTS@sakilacustomer.org","02/14/2006"
"United States","Arlington","RICHARD MCCRARY","RICHARD.MCCRARY@sakilacustomer.org","02/14/2006"
"United States","Memphis","ANA BRADLEY","ANA.BRADLEY@sakilacustomer.org","02/14/2006"
"United States","Citrus Heights","BETTY WHITE","BETTY.WHITE@sakilacustomer.org","02/14/2006"
"United States","Laredo","JENNIFER DAVIS","JENNIFER.DAVIS@sakilacustomer.org","02/14/2006"
"United States","Roanoke","TONI HOLT","TONI.HOLT@sakilacustomer.org","02/14/2006"
"United States","Salinas","CASSANDRA WALTERS","CASSANDRA.WALTERS@sakilacustomer.org","02/14/2006"
"United States","Cape Coral","KARL SEAL","KARL.SEAL@sakilacustomer.org","02/14/2006"
"United States","Sunnyvale","KRISTIN JOHNSTON","KRISTIN.JOHNSTON@sakilacustomer.org","02/14/2006"
"United States","Bellevue","WILMA RICHARDS","WILMA.RICHARDS@sakilacustomer.org","02/14/2006"
"United States","Fontana","ALICE STEWART","ALICE.STEWART@sakilacustomer.org","02/14/2006"
"United States","San Bernardino","PATRICIA JOHNSON","PATRICIA.JOHNSON@sakilacustomer.org","02/14/2006"
"United States","El Monte","JACOB LANCE","JACOB.LANCE@sakilacustomer.org","02/14/2006"
"United States","Aurora","CLINTON BUFORD","CLINTON.BUFORD@sakilacustomer.org","02/14/2006"
"United States","Brockton","VALERIE BLACK","VALERIE.BLACK@sakilacustomer.org","02/14/2006"
"United States","Kansas City","THOMAS GRIGSBY","THOMAS.GRIGSBY@sakilacustomer.org","02/14/2006"
"United States","Dallas","BRYAN HARDISON","BRYAN.HARDISON@sakilacustomer.org","02/14/2006"
"United States","Sterling Heights","JAMIE RICE","JAMIE.RICE@sakilacustomer.org","02/14/2006"
"United States","Greensboro","VERONICA STONE","VERONICA.STONE@sakilacustomer.org","02/14/2006"
"United States","Peoria","CAROLE BARNETT","CAROLE.BARNETT@sakilacustomer.org","02/14/2006"
"United States","Aurora","SCOTT SHELLEY","SCOTT.SHELLEY@sakilacustomer.org","02/14/2006"
"United States","Grand Prairie","KIM CRUZ","KIM.CRUZ@sakilacustomer.org","02/14/2006"
"United States","Akron","ZACHARY HITE","ZACHARY.HITE@sakilacustomer.org","02/14/2006"
"United States","Garden Grove","RENE MCALISTER","RENE.MCALISTER@sakilacustomer.org","02/14/2006"
"United States","Clarksville","EVA RAMOS","EVA.RAMOS@sakilacustomer.org","02/14/2006"
"United States","Tallahassee","CAROLINE BOWMAN","CAROLINE.BOWMAN@sakilacustomer.org","02/14/2006"
"United States","Lancaster","ROSA REYNOLDS","ROSA.REYNOLDS@sakilacustomer.org","02/14/2006"
"United States","Rockford","BILL GAVIN","BILL.GAVIN@sakilacustomer.org","02/14/2006"
"United States","Augusta-Richmond County","DIANA ALEXANDER","DIANA.ALEXANDER@sakilacustomer.org","02/14/2006"
"Venezuela","Valencia","MATHEW BOLIN","MATHEW.BOLIN@sakilacustomer.org","02/14/2006"
"Venezuela","Cumaná","CINDY FISHER","CINDY.FISHER@sakilacustomer.org","02/14/2006"
"Venezuela","Maracaíbo","CALVIN MARTEL","CALVIN.MARTEL@sakilacustomer.org","02/14/2006"
"Venezuela","Barcelona","ALBERTO HENNING","ALBERTO.HENNING@sakilacustomer.org","02/14/2006"
"Venezuela","Valle de la Pascua","KRISTINA CHAMBERS","KRISTINA.CHAMBERS@sakilacustomer.org","02/14/2006"
"Venezuela","Ocumare del Tuy","YVONNE WATKINS","YVONNE.WATKINS@sakilacustomer.org","02/14/2006"
"Venezuela","Caracas","CARMEN OWENS","CARMEN.OWENS@sakilacustomer.org","02/14/2006"
"Vietnam","Cam Ranh","NEIL RENNER","NEIL.RENNER@sakilacustomer.org","02/14/2006"
"Vietnam","Vinh","HARVEY GUAJARDO","HARVEY.GUAJARDO@sakilacustomer.org","02/14/2006"
"Vietnam","Nam Dinh","GREG ROBINS","GREG.ROBINS@sakilacustomer.org","02/14/2006"
"Vietnam","Haiphong","BETH FRANKLIN","BETH.FRANKLIN@sakilacustomer.org","02/14/2006"
"Vietnam","Hanoi","PATRICK NEWSOM","PATRICK.NEWSOM@sakilacustomer.org","02/14/2006"
"Vietnam","Nha Trang","MITCHELL WESTMORELAND","MITCHELL.WESTMORELAND@sakilacustomer.org","02/14/2006"
"Yemen","Sanaa","WILLIAM SATTERFIELD","WILLIAM.SATTERFIELD@sakilacustomer.org","02/14/2006"
"Yemen","Hodeida","GORDON ALLARD","GORDON.ALLARD@sakilacustomer.org","02/14/2006"
"Yemen","Taizz","GINA WILLIAMSON","GINA.WILLIAMSON@sakilacustomer.org","02/14/2006"
"Yemen","Aden","ELLA OLIVER","ELLA.OLIVER@sakilacustomer.org","02/14/2006"
"Yugoslavia","Kragujevac","MARIA MILLER","MARIA.MILLER@sakilacustomer.org","02/14/2006"
"Yugoslavia","Novi Sad","MAX PITT","MAX.PITT@sakilacustomer.org","02/14/2006"
"Zambia","Kitwe","BARRY LOVELACE","BARRY.LOVELACE@sakilacustomer.org","02/14/2006"
